credit.policy,credit.policy,days.with.cr.line,days.with.cr.line,delinq.2yrs,delinq.2yrs,dti,dti,fico,fico,inq.last.6mths,inq.last.6mths,installment,installment,int.rate,log.annual.inc,log.annual.inc,not.fully.paid,not.fully.paid,pub.rec,pub.rec,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business,revol.bal,revol.bal,revol.util,revol.util
1,1,4649.958333,4649.958333,1,1,11.56,11.56,667,667,1,1,517.2,517.2,0.1462,11.58988651,11.58988651,1,1,0,0,0,0,0,0,0,1,13706,13706,45.7,45.7
1,1,3848.0,3848.0,0,0,2.4,2.4,767,767,1,1,162.54,162.54,0.1051,10.40477786,10.40477786,0,0,0,0,0,1,0,0,0,0,1411,1411,35.3,35.3
1,1,3599.958333,3599.958333,0,0,7.93,7.93,747,747,0,0,485.42,485.42,0.102,11.51292546,11.51292546,1,1,0,0,0,0,0,0,0,1,86429,86429,37.8,37.8
1,1,5580.0,5580.0,1,1,24.8,24.8,662,662,1,1,519.47,519.47,0.1493,11.60823564,11.60823564,0,0,0,0,0,1,0,0,0,0,36002,36002,71.3,71.3
1,1,1950.041667,1950.041667,0,0,12.43,12.43,682,682,1,1,79.1,79.1,0.1146,10.77895629,10.77895629,0,0,0,0,0,0,0,1,0,0,5027,5027,62.8,62.8
1,1,6179.958333,6179.958333,0,0,24.75,24.75,722,722,1,1,559.63,559.63,0.1241,10.71441777,10.71441777,0,0,0,0,1,0,0,0,0,0,28116,28116,95.3,95.3
1,1,4590.0,4590.0,0,0,10.71,10.71,662,662,0,0,307.56,307.56,0.1399,10.55059079,10.55059079,0,0,0,0,0,1,0,0,0,0,3015,3015,82.2,82.2
1,1,2670.041667,2670.041667,0,0,17.86,17.86,737,737,1,1,293.93,293.93,0.1083,10.55841352,10.55841352,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
1,1,2850.0,2850.0,0,0,4.43,4.43,707,707,2,2,329.57,329.57,0.1146,11.51292546,11.51292546,0,0,0,0,0,0,0,0,0,0,13175,13175,46.9,46.9
1,1,5460.0,5460.0,0,0,19.24,19.24,677,677,0,0,60.14,60.14,0.1241,11.48246626,11.48246626,0,0,0,0,1,0,0,0,0,0,34093,34093,93.7,93.7
1,1,7710.041667,7710.041667,2,2,2.5,2.5,722,722,0,0,524.89,524.89,0.1114,11.91839057,11.91839057,0,0,0,0,0,0,0,0,0,1,23165,23165,31.7,31.7
1,1,1170.041667,1170.041667,0,0,11.77,11.77,662,662,1,1,242.42,242.42,0.1493,10.16585182,10.16585182,0,0,0,0,0,0,0,1,0,0,12597,12597,63.0,63.0
1,1,4975.958333,4975.958333,0,0,24.94,24.94,692,692,1,1,682.74,682.74,0.1392,11.38962725,11.38962725,0,0,0,0,0,1,0,0,0,0,27160,27160,65.7,65.7
1,1,3090.041667,3090.041667,0,0,10.6,10.6,692,692,1,1,198.66,198.66,0.1178,10.6454249,10.6454249,0,0,0,0,0,0,0,0,1,0,1878,1878,81.7,81.7
1,1,8435.041667,8435.041667,1,1,11.04,11.04,692,692,0,0,399.09,399.09,0.1209,10.1266311,10.1266311,1,1,0,0,0,1,0,0,0,0,9931,9931,29.6,29.6
1,1,1772.0,1772.0,0,0,0.86,0.86,757,757,1,1,77.67,77.67,0.102,9.546812609,9.546812609,0,0,0,0,0,0,1,0,0,0,185,185,1.7,1.7
1,1,5130.041667,5130.041667,0,0,15.01,15.01,687,687,0,0,332.58,332.58,0.1209,11.51292546,11.51292546,0,0,0,0,0,0,0,0,0,1,25853,25853,41.7,41.7
1,1,3289.0,3289.0,3,3,3.02,3.02,667,667,1,1,170.38,170.38,0.1379,11.69524702,11.69524702,0,0,0,0,0,1,0,0,0,0,4339,4339,13.7,13.7
1,1,4710.0,4710.0,0,0,8.66,8.66,712,712,0,0,146.97,146.97,0.1083,11.00209984,11.00209984,0,0,1,1,1,0,0,0,0,0,13103,13103,53.5,53.5
1,1,10290.04167,10290.04167,0,0,17.82,17.82,722,722,0,0,391.9,391.9,0.1083,11.60827201,11.60827201,0,0,0,0,1,0,0,0,0,0,28631,28631,54.9,54.9
1,1,5370.0,5370.0,0,0,10.92,10.92,702,702,3,3,668.21,668.21,0.1241,11.60823564,11.60823564,0,0,0,0,1,0,0,0,0,0,25717,25717,33.9,33.9
1,1,3900.0,3900.0,0,0,14.72,14.72,727,727,2,2,191.87,191.87,0.0938,11.71177632,11.71177632,0,0,0,0,0,1,0,0,0,0,73534,73534,31.6,31.6
1,1,1290.041667,1290.041667,0,0,1.28,1.28,702,702,1,1,347.88,347.88,0.1525,11.00209984,11.00209984,0,0,0,0,0,0,0,1,0,0,4980,4980,55.3,55.3
1,1,1860.041667,1860.041667,0,0,7.19,7.19,682,682,0,0,167.8,167.8,0.1272,10.21097225,10.21097225,0,0,0,0,0,1,0,0,0,0,5091,5091,57.2,57.2
1,1,4500.041667,4500.041667,0,0,0.0,0.0,782,782,3,3,230.24,230.24,0.0938,10.71441777,10.71441777,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1,1,4921.041667,4921.041667,0,0,11.13,11.13,697,697,0,0,526.47,526.47,0.1588,11.51588109,11.51588109,0,0,0,0,0,1,0,0,0,0,9935,9935,16.5,16.5
1,1,3660.0,3660.0,0,0,18.83,18.83,722,722,3,3,594.39,594.39,0.1083,10.71441777,10.71441777,0,0,0,0,1,0,0,0,0,0,21526,21526,55.5,55.5
1,1,1740.0,1740.0,0,0,13.32,13.32,737,737,0,0,323.62,323.62,0.102,11.41861479,11.41861479,0,0,0,0,1,0,0,0,0,0,14411,14411,20.9,20.9
1,1,7290.0,7290.0,0,0,11.25,11.25,747,747,6,6,399.09,399.09,0.1209,11.22524339,11.22524339,0,0,0,0,0,1,0,0,0,0,13816,13816,23.7,23.7
1,1,4530.041667,4530.041667,1,1,3.94,3.94,662,662,3,3,897.06,897.06,0.1746,11.6351431,11.6351431,1,1,0,0,1,0,0,0,0,0,31852,31852,80.6,80.6
1,1,6244.041667,6244.041667,0,0,0.45,0.45,772,772,0,0,319.47,319.47,0.0932,11.64395373,11.64395373,0,0,0,0,0,0,0,1,0,0,755,755,1.6,1.6
1,1,3330.041667,3330.041667,0,0,13.38,13.38,742,742,1,1,62.68,62.68,0.08,10.43399815,10.43399815,0,0,0,0,1,0,0,0,0,0,7713,7713,32.4,32.4
1,1,7590.0,7590.0,0,0,11.27,11.27,712,712,2,2,102.71,102.71,0.0963,10.54534144,10.54534144,0,0,0,0,1,0,0,0,0,0,7572,7572,17.1,17.1
1,1,4830.041667,4830.041667,2,2,13.61,13.61,672,672,2,2,712.54,712.54,0.1695,11.91839057,11.91839057,0,0,0,0,0,1,0,0,0,0,16473,16473,94.1,94.1
1,1,3150.041667,3150.041667,0,0,16.46,16.46,702,702,1,1,446.98,446.98,0.1442,11.45105006,11.45105006,0,0,0,0,0,1,0,0,0,0,24400,24400,32.4,32.4
1,1,3509.041667,3509.041667,0,0,12.07,12.07,667,667,1,1,277.53,277.53,0.1505,11.28978191,11.28978191,0,0,0,0,1,0,0,0,0,0,9229,9229,93.2,93.2
1,1,5040.0,5040.0,1,1,3.99,3.99,702,702,1,1,159.92,159.92,0.1221,11.12732181,11.12732181,0,0,0,0,0,0,0,0,0,0,468,468,7.2,7.2
1,1,2550.0,2550.0,0,0,9.48,9.48,707,707,0,0,264.11,264.11,0.1158,10.30895266,10.30895266,0,0,0,0,0,0,0,0,0,0,14058,14058,22.7,22.7
1,1,9330.041667,9330.041667,0,0,3.53,3.53,712,712,1,1,396.17,396.17,0.1158,11.22132693,11.22132693,0,0,1,1,0,1,0,0,0,0,9826,9826,42.7,42.7
1,1,1470.0,1470.0,0,0,20.83,20.83,692,692,2,2,339.23,339.23,0.1347,10.81977828,10.81977828,0,0,0,0,0,0,0,0,0,0,10634,10634,57.5,57.5
1,1,3180.0,3180.0,0,0,7.1,7.1,732,732,1,1,261.71,261.71,0.1095,11.14186178,11.14186178,0,0,0,0,0,0,0,1,0,0,18831,18831,48.5,48.5
1,1,4110.041667,4110.041667,0,0,5.18,5.18,707,707,2,2,40.9,40.9,0.1095,11.77528973,11.77528973,0,0,0,0,1,0,0,0,0,0,26652,26652,80.5,80.5
1,1,4620.041667,4620.041667,0,0,8.55,8.55,672,672,1,1,135.7,135.7,0.1347,10.59653473,10.59653473,1,1,1,1,0,1,0,0,0,0,3469,3469,56.9,56.9
1,1,3900.041667,3900.041667,0,0,21.41,21.41,727,727,1,1,394.36,394.36,0.1126,10.91501573,10.91501573,0,0,0,0,0,1,0,0,0,0,17102,17102,73.1,73.1
1,1,5612.041667,5612.041667,1,1,1.62,1.62,732,732,0,0,165.82,165.82,0.1189,11.08214255,11.08214255,0,0,0,0,0,1,0,0,0,0,3005,3005,50.1,50.1
1,1,2252.041667,2252.041667,0,0,21.3,21.3,692,692,1,1,254.42,254.42,0.1347,10.37361617,10.37361617,0,0,0,0,0,0,0,0,0,0,14629,14629,93.8,93.8
1,1,7530.041667,7530.041667,0,0,18.13,18.13,692,692,0,0,49.75,49.75,0.1189,10.77895629,10.77895629,0,0,1,1,0,0,0,0,0,0,2573,2573,67.7,67.7
1,1,2220.0,2220.0,0,0,22.06,22.06,697,697,0,0,470.66,470.66,0.1284,11.00209984,11.00209984,0,0,0,0,0,1,0,0,0,0,13932,13932,71.8,71.8
1,1,5490.0,5490.0,0,0,7.38,7.38,727,727,1,1,154.06,154.06,0.0963,11.77525896,11.77525896,0,0,0,0,0,0,0,0,0,1,27399,27399,41.1,41.1
1,1,3210.0,3210.0,0,0,10.62,10.62,682,682,0,0,285.76,285.76,0.1284,11.77528973,11.77528973,0,0,0,0,1,0,0,0,0,0,12417,12417,77.1,77.1
1,1,6360.041667,6360.041667,0,0,14.97,14.97,732,732,2,2,366.47,366.47,0.1221,11.19766662,11.19766662,0,0,0,0,0,1,0,0,0,0,11961,11961,17.1,17.1
1,1,3390.041667,3390.041667,0,0,8.48,8.48,782,782,0,0,148.56,148.56,0.0932,10.37255324,10.37255324,0,0,0,0,0,0,0,0,0,0,16,16,0.3,0.3
1,1,3240.0,3240.0,0,0,9.12,9.12,702,702,2,2,240.96,240.96,0.1253,10.90778916,10.90778916,0,0,0,0,0,0,0,0,0,0,1050,1050,44.5,44.5
1,1,6420.041667,6420.041667,0,0,21.8,21.8,687,687,0,0,162.83,162.83,0.1347,11.51292546,11.51292546,0,0,0,0,0,1,0,0,0,0,52757,52757,96.4,96.4
1,1,2945.0,2945.0,0,0,22.09,22.09,702,702,0,0,138.66,138.66,0.1158,10.37349118,10.37349118,0,0,0,0,0,0,0,1,0,0,14166,14166,81.4,81.4
1,1,13770.0,13770.0,0,0,10.73,10.73,752,752,3,3,255.58,255.58,0.0932,10.49127422,10.49127422,0,0,0,0,0,1,0,0,0,0,8128,8128,27.7,27.7
1,1,6150.0,6150.0,0,0,14.88,14.88,757,757,0,0,397.97,397.97,0.1189,10.59663473,10.59663473,0,0,0,0,0,1,0,0,0,0,15280,15280,56.2,56.2
1,1,8730.0,8730.0,0,0,1.92,1.92,702,702,1,1,276.92,276.92,0.1189,11.61728548,11.61728548,0,0,0,0,1,0,0,0,0,0,3421,3421,7.4,7.4
1,1,4290.041667,4290.041667,0,0,1.07,1.07,762,762,0,0,490.71,490.71,0.1095,11.60823564,11.60823564,1,1,0,0,0,0,0,0,0,1,3889,3889,18.3,18.3
1,1,5040.0,5040.0,0,0,23.7,23.7,727,727,2,2,495.21,495.21,0.1158,11.51292546,11.51292546,0,0,0,0,1,0,0,0,0,0,30929,30929,65.9,65.9
1,1,2370.041667,2370.041667,0,0,12.42,12.42,717,717,3,3,497.46,497.46,0.1189,11.00209984,11.00209984,0,0,0,0,0,1,0,0,0,0,31563,31563,40.5,40.5
1,1,1380.041667,1380.041667,0,0,9.5,9.5,712,712,0,0,79.96,79.96,0.1221,10.04324949,10.04324949,0,0,0,0,0,0,0,0,1,0,981,981,25.2,25.2
1,1,2040.041667,2040.041667,0,0,5.52,5.52,702,702,0,0,195.87,195.87,0.1316,10.87804719,10.87804719,0,0,0,0,1,0,0,0,0,0,6105,6105,74.5,74.5
1,1,1890.0,1890.0,1,1,6.33,6.33,682,682,2,2,515.74,515.74,0.1442,11.60823564,11.60823564,0,0,0,0,0,0,0,0,0,0,6585,6585,20.3,20.3
1,1,7950.041667,7950.041667,0,0,20.86,20.86,767,767,2,2,170.38,170.38,0.1379,11.22524339,11.22524339,0,0,0,0,0,0,1,0,0,0,38511,38511,22.9,22.9
1,1,2880.0,2880.0,0,0,6.52,6.52,677,677,0,0,522.7,522.7,0.1537,11.71993963,11.71993963,0,0,0,0,0,1,0,0,0,0,92391,92391,72.6,72.6
1,1,3960.0,3960.0,0,0,14.09,14.09,777,777,3,3,155.96,155.96,0.0768,11.56171563,11.56171563,0,0,0,0,0,0,0,0,0,0,3272,3272,5.8,5.8
1,1,2490.0,2490.0,0,0,23.12,23.12,707,707,3,3,168.86,168.86,0.1316,10.27394705,10.27394705,0,0,0,0,0,1,0,0,0,0,7058,7058,94.3,94.3
1,1,6630.0,6630.0,0,0,8.16,8.16,787,787,3,3,417.23,417.23,0.0963,10.71441777,10.71441777,0,0,0,0,1,0,0,0,0,0,176,176,0.3,0.3
1,1,1950.041667,1950.041667,0,0,17.76,17.76,732,732,1,1,334.67,334.67,0.1253,10.30895266,10.30895266,0,0,0,0,0,0,0,0,0,0,312,312,3.6,3.6
1,1,2670.041667,2670.041667,0,0,1.42,1.42,747,747,0,0,333.15,333.15,0.1221,11.3223701,11.3223701,0,0,0,0,0,1,0,0,0,0,4399,4399,18.4,18.4
1,1,4440.0,4440.0,2,2,18.1,18.1,672,672,2,2,154.03,154.03,0.1411,10.29200994,10.29200994,0,0,0,0,1,0,0,0,0,0,4321,4321,56.5,56.5
1,1,5340.041667,5340.041667,0,0,20.22,20.22,687,687,1,1,565.02,565.02,0.1632,11.08214255,11.08214255,0,0,1,1,0,1,0,0,0,0,16731,16731,96.2,96.2
1,1,6960.0,6960.0,0,0,17.26,17.26,702,702,0,0,477.06,477.06,0.1379,11.3736634,11.3736634,1,1,0,0,0,1,0,0,0,0,43998,43998,87.6,87.6
1,1,3090.041667,3090.041667,0,0,19.81,19.81,712,712,1,1,133.26,133.26,0.1221,10.71441777,10.71441777,0,0,0,0,0,0,0,0,0,0,9754,9754,61.3,61.3
1,1,14167.0,14167.0,0,0,4.05,4.05,772,772,2,2,577.7,577.7,0.0963,10.55174196,10.55174196,0,0,0,0,0,1,0,0,0,0,8259,8259,42.8,42.8
1,1,4500.041667,4500.041667,0,0,11.89,11.89,702,702,0,0,508.84,508.84,0.1347,11.46167427,11.46167427,1,1,0,0,0,1,0,0,0,0,31565,31565,68.3,68.3
1,1,1267.041667,1267.041667,0,0,9.36,9.36,662,662,1,1,171.01,171.01,0.1695,9.61580548,9.61580548,1,1,0,0,0,0,1,0,0,0,2368,2368,84.6,84.6
1,1,4410.0,4410.0,0,0,22.45,22.45,732,732,3,3,403.42,403.42,0.1284,11.22524339,11.22524339,0,0,0,0,0,0,0,0,0,1,11194,11194,32.9,32.9
1,1,6630.0,6630.0,0,0,3.5,3.5,777,777,0,0,111.77,111.77,0.0737,11.03495418,11.03495418,0,0,0,0,0,0,0,0,1,0,5514,5514,19.5,19.5
1,1,3720.0,3720.0,0,0,7.8,7.8,742,742,0,0,223.63,223.63,0.0932,10.81977828,10.81977828,0,0,0,0,0,0,0,0,0,1,5749,5749,33.8,33.8
1,1,2753.958333,2753.958333,0,0,15.11,15.11,717,717,1,1,115.54,115.54,0.0963,10.37349118,10.37349118,0,0,0,0,1,0,0,0,0,0,12811,12811,41.5,41.5
1,1,4800.0,4800.0,0,0,15.14,15.14,697,697,1,1,340.76,340.76,0.1379,11.00209984,11.00209984,1,1,1,1,0,1,0,0,0,0,10852,10852,64.2,64.2
1,1,3841.041667,3841.041667,0,0,6.72,6.72,697,697,0,0,511.14,511.14,0.1379,10.71441777,10.71441777,0,0,0,0,0,0,0,1,0,0,14244,14244,29.6,29.6
1,1,3600.0,3600.0,1,1,16.76,16.76,677,677,0,0,205.38,205.38,0.1411,10.46321762,10.46321762,0,0,0,0,0,1,0,0,0,0,1243,1243,22.6,22.6
1,1,7950.041667,7950.041667,0,0,16.52,16.52,682,682,1,1,342.29,342.29,0.1411,10.91501573,10.91501573,0,0,0,0,0,1,0,0,0,0,18707,18707,73.4,73.4
1,1,1860.0,1860.0,0,0,8.25,8.25,767,767,1,1,99.95,99.95,0.1221,10.15019137,10.15019137,0,0,0,0,0,0,0,0,0,0,72,72,2.8,2.8
1,1,4920.041667,4920.041667,0,0,21.36,21.36,732,732,1,1,397.97,397.97,0.1189,10.59663473,10.59663473,0,0,0,0,0,0,0,0,0,0,22026,22026,65.9,65.9
1,1,3452.041667,3452.041667,0,0,17.51,17.51,692,692,2,2,260.19,260.19,0.1505,10.44592812,10.44592812,0,0,0,0,0,1,0,0,0,0,15708,15708,95.8,95.8
1,1,4740.0,4740.0,0,0,7.59,7.59,687,687,2,2,345.37,345.37,0.1474,11.20536716,11.20536716,0,0,0,0,0,1,0,0,0,0,4073,4073,81.5,81.5
1,1,3431.041667,3431.041667,0,0,18.08,18.08,677,677,1,1,471.65,471.65,0.1568,10.58357482,10.58357482,0,0,1,1,1,0,0,0,0,0,18688,18688,92.1,92.1
1,1,1205.0,1205.0,0,0,5.02,5.02,687,687,2,2,375.47,375.47,0.1537,9.94251594,9.94251594,0,0,0,0,0,0,0,0,1,0,1889,1889,43.9,43.9
1,1,5880.0,5880.0,0,0,24.63,24.63,677,677,2,2,275.07,275.07,0.1442,10.47925786,10.47925786,0,0,0,0,0,1,0,0,0,0,8928,8928,62.2,62.2
1,1,3600.0,3600.0,0,0,9.92,9.92,767,767,4,4,192.57,192.57,0.0963,11.27720313,11.27720313,0,0,0,0,0,0,0,1,0,0,1431,1431,4.4,4.4
1,1,4379.958333,4379.958333,0,0,0.26,0.26,762,762,2,2,504.27,504.27,0.1284,11.15625052,11.15625052,0,0,0,0,0,0,0,0,0,1,186,186,0.7,0.7
1,1,1830.0,1830.0,1,1,6.26,6.26,677,677,0,0,277.53,277.53,0.1505,10.20536834,10.20536834,0,0,0,0,0,1,0,0,0,0,7974,7974,91.7,91.7
1,1,3030.0,3030.0,1,1,24.07,24.07,687,687,3,3,170.38,170.38,0.1379,10.81985828,10.81985828,1,1,0,0,0,0,0,0,1,0,4305,4305,56.6,56.6
1,1,2040.041667,2040.041667,0,0,10.91,10.91,667,667,3,3,638.46,638.46,0.1663,10.8077057,10.8077057,1,1,0,0,0,0,0,0,0,0,6241,6241,21.0,21.0
1,1,8970.041667,8970.041667,0,0,18.58,18.58,712,712,0,0,312.08,312.08,0.1253,11.35040654,11.35040654,1,1,0,0,0,0,0,0,0,1,67614,67614,49.2,49.2
1,1,4756.958333,4756.958333,0,0,1.06,1.06,767,767,0,0,188.02,188.02,0.08,11.00209984,11.00209984,0,0,0,0,0,0,0,0,0,0,7161,7161,16.4,16.4
1,1,2730.0,2730.0,0,0,14.0,14.0,677,677,2,2,207.23,207.23,0.1474,10.49127422,10.49127422,1,1,0,0,0,0,0,0,0,1,20616,20616,94.1,94.1
1,1,3960.0,3960.0,0,0,11.4,11.4,792,792,0,0,200.56,200.56,0.08,10.81977828,10.81977828,0,0,0,0,0,0,0,0,0,0,339,339,1.1,1.1
1,1,4379.958333,4379.958333,0,0,5.94,5.94,707,707,0,0,302.57,302.57,0.1442,10.74281084,10.74281084,0,0,0,0,0,1,0,0,0,0,8134,8134,80.2,80.2
1,1,3519.0,3519.0,0,0,17.28,17.28,672,672,0,0,241.76,241.76,0.1474,10.47678644,10.47678644,0,0,0,0,0,1,0,0,0,0,6547,6547,56.9,56.9
1,1,3810.0,3810.0,0,0,24.63,24.63,732,732,1,1,70.29,70.29,0.0932,9.741203889,9.741203889,1,1,0,0,0,1,0,0,0,0,5101,5101,30.4,30.4
1,1,4049.958333,4049.958333,0,0,16.25,16.25,722,722,0,0,638.75,638.75,0.1284,11.08214255,11.08214255,0,0,0,0,0,1,0,0,0,0,15923,15923,56.3,56.3
1,1,2370.0,2370.0,0,0,13.75,13.75,717,717,1,1,401.6,401.6,0.1253,10.57131693,10.57131693,0,0,0,0,0,0,0,0,0,0,8123,8123,57.2,57.2
1,1,8489.958333,8489.958333,0,0,8.21,8.21,687,687,2,2,515.74,515.74,0.1442,11.40756495,11.40756495,0,0,0,0,0,1,0,0,0,0,5226,5226,48.8,48.8
1,1,2249.958333,2249.958333,0,0,4.62,4.62,677,677,0,0,203.54,203.54,0.1347,10.59663473,10.59663473,0,0,1,1,0,0,0,0,0,1,7110,7110,58.3,58.3
1,1,6480.0,6480.0,0,0,9.21,9.21,742,742,0,0,31.34,31.34,0.08,11.12726298,11.12726298,0,0,0,0,0,0,0,1,0,0,4434,4434,16.9,16.9
1,1,2939.958333,2939.958333,0,0,22.72,22.72,702,702,1,1,184.07,184.07,0.1253,10.23981692,10.23981692,0,0,0,0,0,0,0,0,0,0,3972,3972,37.8,37.8
1,1,1829.958333,1829.958333,0,0,10.35,10.35,702,702,0,0,488.49,488.49,0.1347,11.03488966,11.03488966,0,0,0,0,1,0,0,0,0,0,17499,17499,60.0,60.0
1,1,5219.958333,5219.958333,1,1,15.29,15.29,692,692,0,0,201.71,201.71,0.1284,10.6454249,10.6454249,0,0,0,0,0,0,0,0,0,0,5826,5826,31.5,31.5
1,1,4170.0,4170.0,0,0,15.43,15.43,687,687,2,2,520.37,520.37,0.1505,10.6454249,10.6454249,0,0,0,0,1,0,0,0,0,0,21980,21980,51.5,51.5
1,1,7230.0,7230.0,0,0,22.98,22.98,692,692,1,1,261.71,261.71,0.1095,10.59653473,10.59653473,1,1,0,0,0,0,0,0,0,0,25336,25336,48.5,48.5
1,1,4350.0,4350.0,0,0,16.4,16.4,697,697,0,0,398.6,398.6,0.1347,11.49272276,11.49272276,0,0,0,0,0,1,0,0,0,0,30993,30993,71.2,71.2
1,1,3450.0,3450.0,0,0,1.72,1.72,702,702,3,3,181.54,181.54,0.1284,10.30881932,10.30881932,0,0,0,0,0,0,0,1,0,0,586,586,3.6,3.6
1,1,4590.0,4590.0,1,1,23.69,23.69,692,692,0,0,340.76,340.76,0.1379,10.75790288,10.75790288,0,0,1,1,0,0,0,0,0,0,1400,1400,77.8,77.8
1,1,7079.958333,7079.958333,0,0,6.76,6.76,807,807,3,3,385.14,385.14,0.0963,11.00209984,11.00209984,0,0,0,0,0,0,0,0,0,1,1977,1977,3.3,3.3
1,1,4049.958333,4049.958333,0,0,7.91,7.91,682,682,1,1,412.6,412.6,0.1442,10.51867319,10.51867319,1,1,0,0,0,1,0,0,0,0,8748,8748,85.8,85.8
1,1,9300.0,9300.0,0,0,6.11,6.11,677,677,1,1,292.26,292.26,0.1442,11.35040654,11.35040654,0,0,0,0,0,0,0,1,0,0,7429,7429,91.1,91.1
1,1,1949.958333,1949.958333,0,0,19.2,19.2,697,697,1,1,87.02,87.02,0.1253,9.680344001,9.680344001,0,0,0,0,0,1,0,0,0,0,7155,7155,38.3,38.3
1,1,3329.958333,3329.958333,0,0,0.26,0.26,667,667,3,3,567.52,567.52,0.1663,11.15625052,11.15625052,0,0,0,0,0,0,0,0,0,1,438,438,4.6,4.6
1,1,6719.958333,6719.958333,0,0,6.02,6.02,727,727,0,0,348.23,348.23,0.1189,11.6351431,11.6351431,0,0,0,0,1,0,0,0,0,0,13610,13610,43.1,43.1
1,1,13681.0,13681.0,0,0,13.16,13.16,707,707,2,2,405.25,405.25,0.1316,10.91508846,10.91508846,0,0,0,0,0,0,0,0,1,0,9030,9030,37.5,37.5
1,1,6780.0,6780.0,0,0,1.06,1.06,772,772,0,0,313.37,313.37,0.08,11.35035948,11.35035948,0,0,0,0,0,0,0,0,0,0,2227,2227,5.4,5.4
1,1,5070.0,5070.0,0,0,18.23,18.23,732,732,2,2,669.33,669.33,0.1253,11.12726298,11.12726298,0,0,0,0,0,1,0,0,0,0,25313,25313,43.4,43.4
1,1,6180.0,6180.0,0,0,19.94,19.94,672,672,3,3,120.88,120.88,0.1474,11.49264112,11.49264112,1,1,0,0,0,0,0,0,0,0,36162,36162,89.5,89.5
1,1,1949.958333,1949.958333,0,0,17.92,17.92,742,742,0,0,100.28,100.28,0.08,10.69194491,10.69194491,0,0,0,0,0,0,0,0,0,1,849,849,10.7,10.7
1,1,3450.0,3450.0,0,0,17.11,17.11,727,727,1,1,470.05,470.05,0.08,11.16336799,11.16336799,0,0,0,0,0,0,0,0,0,0,8952,8952,22.3,22.3
1,1,4079.958333,4079.958333,0,0,15.05,15.05,737,737,0,0,320.95,320.95,0.0963,10.54442628,10.54442628,0,0,0,0,0,1,0,0,0,0,1571,1571,11.9,11.9
1,1,4769.958333,4769.958333,0,0,21.07,21.07,722,722,0,0,198.99,198.99,0.1189,11.09741002,11.09741002,0,0,0,0,0,0,0,0,0,0,18136,18136,44.7,44.7
1,1,2520.0,2520.0,0,0,17.78,17.78,717,717,0,0,258.2,258.2,0.1221,10.63825641,10.63825641,1,1,0,0,1,0,0,0,0,0,14610,14610,76.9,76.9
1,1,5670.0,5670.0,0,0,8.76,8.76,687,687,1,1,84.05,84.05,0.1284,10.66895539,10.66895539,0,0,0,0,0,1,0,0,0,0,1580,1580,14.0,14.0
1,1,8617.0,8617.0,1,1,15.44,15.44,677,677,0,0,276.3,276.3,0.1474,10.30895266,10.30895266,0,0,0,0,0,1,0,0,0,0,21202,21202,88.0,88.0
1,1,7500.0,7500.0,0,0,23.9,23.9,707,707,0,0,167.34,167.34,0.1253,11.56171563,11.56171563,0,0,0,0,0,0,0,0,0,1,70432,70432,89.3,89.3
1,1,7500.0,7500.0,0,0,15.01,15.01,672,672,0,0,260.19,260.19,0.1505,12.36563722,12.36563722,0,0,0,0,0,0,0,0,0,0,82153,82153,88.1,88.1
1,1,3510.0,3510.0,0,0,11.4,11.4,677,677,0,0,51.58,51.58,0.1442,11.23537852,11.23537852,0,0,0,0,0,0,0,0,0,0,457,457,18.0,18.0
1,1,3510.0,3510.0,0,0,12.83,12.83,687,687,1,1,244.25,244.25,0.1347,11.39075783,11.39075783,0,0,0,0,0,1,0,0,0,0,28767,28767,74.9,74.9
1,1,3630.0,3630.0,2,2,11.56,11.56,667,667,1,1,156.12,156.12,0.1505,11.31447453,11.31447453,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0
1,1,8580.0,8580.0,0,0,15.51,15.51,687,687,2,2,690.74,690.74,0.1474,11.26446411,11.26446411,0,0,0,0,0,1,0,0,0,0,19367,19367,49.9,49.9
1,1,1979.958333,1979.958333,2,2,7.63,7.63,692,692,2,2,410.75,410.75,0.1411,11.42954386,11.42954386,1,1,0,0,0,0,0,0,0,1,752,752,2.5,2.5
1,1,7622.0,7622.0,0,0,0.5,0.5,782,782,2,2,156.69,156.69,0.08,11.27720313,11.27720313,0,0,0,0,0,0,0,0,0,0,33,33,0.2,0.2
1,1,2430.0,2430.0,0,0,16.7,16.7,712,712,2,2,149.92,149.92,0.1221,10.78931908,10.78931908,0,0,0,0,0,0,0,0,1,0,5198,5198,41.6,41.6
1,1,4793.0,4793.0,0,0,16.27,16.27,762,762,2,2,375.37,375.37,0.0788,11.60823564,11.60823564,0,0,0,0,0,1,0,0,0,0,12311,12311,24.9,24.9
1,1,3809.958333,3809.958333,0,0,16.89,16.89,662,662,0,0,519.21,519.21,0.1537,10.59653473,10.59653473,0,0,0,0,0,1,0,0,0,0,15586,15586,83.3,83.3
1,1,6692.0,6692.0,0,0,20.74,20.74,742,742,3,3,699.73,699.73,0.1565,11.00209984,11.00209984,0,0,0,0,0,0,0,0,0,1,24030,24030,82.9,82.9
